id,brand,title,category,description,volume,retail_price,partner_price,image,source_image,source_page,needs_review
catalog-415-3,LIMANCY,Бальзам для губ Питает и увлажняет губы. Делает цвет губ более насыщен-,Декоративная косметика,ным. Бальзам богат различными растительными маслами и жира- ми для увлажнения и защиты губ. Бальзам на губах будет менять свой цвет в зависимости от темпе- ратуры тела и значения рн кожи.,"2,8 г",,,assets/img/products/catalog-415-3.jpg,assets/catalog-source/img415.jpg,415,False
catalog-416-1,LIMANCY,"Успокаивающий увлажняющий тоник с центеллой азиатской Легкая или густая косметика, всё легко снять",Декоративная косметика,"Снятие, очищение и увлажнение эффектом Растительные экстракты увлажняют и защищают кожу, комфортное снятие макияжа. Мягкая и слабокислая, не раздражает глаза",,,,assets/img/products/catalog-416-1.jpg,assets/catalog-source/img416.jpg,416,False
catalog-416-2,LIMANCY,"Мицеллярная вода для снятия макияжа нежное очищение, лёгкость в снятии макияжа. безопасный для неё.",Декоративная косметика,"Увлажнение, Свежее увлажнение,Не чувствительная и не напряженная Легкая текстура, комфортное снятия макияжа • Добавленные растительные ингредиенты",,,,assets/img/products/catalog-416-2.jpg,assets/catalog-source/img416.jpg,416,False
catalog-416-3,LIMANCY,"Мицелярная вода с алоэ вера Три эффекта в одном, нежное снятие макияжа • Уход за чувствительной кожей, нежная",Декоративная косметика,"Очищение лица, Очищение кожа, Освежающая • Снятие, очищение и увлажнение эффектом Растительные экстракты увлажняют и защищают кожу, комфортное снятие макияжа Мягкая и слабокислая, не раздражает глаз.",300 мл,,,assets/img/products/catalog-416-3.jpg,assets/catalog-source/img416.jpg,416,False
catalog-420-1,LIMANCY,"Увлажняющий тоник водной силы Увлажняющий тоник-гель с легкой и прозрачной текстурой,",Уходовая косметика,"разработанный для интенсивного и пролонгированного увлажнения кожи. Средство способствует восстановлению водного баланса, улучшает упругость кожи и обеспечивает комфортное ощущение свежести в течение дня. Ключевые компоненты:Масло семян жожоба - оказывает мягкое очищающее действие, регулирует выработку кожного себума и поддерживает естественный Ферментированный экстракт лактобацилл и североамериканской вероники - обладает увлажняющими, успокаивающими и антиоксидантными свойствами.",,,,assets/img/products/catalog-420-1.jpg,assets/catalog-source/img420.jpg,420,False
catalog-421-1,LIMANCY,"Увлажняющий лосьон на основе воды Лёгкий лосьон, который интенсивно увлажняет кожу",Уходовая косметика,"благодаря водной основе. Быстро впитывается, не оставляя липкости. Делает кожу мягкой, гладкой и ухоженной. Помогает сохранить предотвращаясухостьистянутость. Идеалендля",,,,assets/img/products/catalog-421-1.jpg,assets/catalog-source/img421.jpg,421,False
catalog-422-1,LIMANCY,Питательный лосьон с водной основой Создает идеалную кожу для девушки.,Уходовая косметика,"Увлажняющая и мягкая, нежная и гладкая. Эффективно снимает сухость и надежно удерживает Ингредиенты искренне очищает мелкие сердечниковые",,,,assets/img/products/catalog-422-1.jpg,assets/catalog-source/img422.jpg,422,False
catalog-423-1,LIMANCY,"Крем легкой текстуры с водной основой Масло семян жожоба:Мягко улучшает состояние кутикулы, растворяя масло.",Уходовая косметика,"Поддерживает рН-баланс кожи. Лактобактерии / Экстракт продукта ферментации североамериканской священной травы. Увлажняющий, разглаживающий, успокаивающий, Спаситель для жирной кожи, склонной какне. Увлажняющий и восстанавливающий, антиоксидантный и",,,,assets/img/products/catalog-423-1.jpg,assets/catalog-source/img423.jpg,423,False
catalog-424-1,LIMANCY,ANTI-WRINKLE EYE CREAM ANTI-WRINKLE ESSENCE DE 3 ME 2E 0F 00 502,Уходовая косметика,,,,,assets/img/products/catalog-424-1.jpg,assets/catalog-source/img424.jpg,424,False
catalog-425-1,LIMANCY,Лосьон для мягкой кожи с защитой от морщин Увлажнение на глубоких слоях в сочетании с акмеллы,Уходовая косметика,"огородной и многих видов пробиотиков помогают уменьшать число мелких морщинок на коже, поддерживать влажность и предотвращать потерю воды в коже, чтобы кожа изнутри наружу обогащалась необходимыми элементами и уплотнялась. Шелковистые свойства лосьона способствуют восстановлению, защите, увлажнению и блеску кожи, распространяя молодость и сияние на изначально темнеющую стареющую кожу,",,,,assets/img/products/catalog-425-1.jpg,assets/catalog-source/img425.jpg,425,False
catalog-426-1,LIMANCY,"Дневной крем для защиты от морщин Отобран экстракт, экстракт акмеллы огородной, в",Уходовая косметика,,,,,assets/img/products/catalog-426-1.jpg,assets/catalog-source/img426.jpg,426,False
catalog-426-2,LIMANCY,противодействовать появлению морщин. Рецептурная AND-WRINKLE CAY CREAM 23035002019 B 11,Уходовая косметика,"формула для ухода за кожей с высокой степенью увлажнения непрерывно непрерывно насыщает кожу влагой, обеспечивая ощущение роскошной нежной увлажнённой кожи, помогая поддерживать вглубокая увлажнённость и уплотнение кожи, чтобы кожа была",,,,assets/img/products/catalog-426-2.jpg,assets/catalog-source/img426.jpg,426,False
catalog-427-1,LIMANCY,"Сыворотка для защиты от морщин Отобран экстракт, акмеллы огородной, и комбинация многих видов пробиотиков в сочетании со многими видами",Уходовая косметика,"растительных экстрактов, что помогает уменьшать число мелких морщинок на коже, поддерживать влажность и блокировать потерю воды в коже, чтобы кожа изнутри наружу обогащалась необходимыми элементами и уплотнялась, способствуя восстановлению, защите, увлажнению и блеску кожи. Благодаря этому кожа сияет, становится нежной и гладкой. Это способствует восхитительному филигранному уплотнению кожи, чтобы",,,,assets/img/products/catalog-427-1.jpg,assets/catalog-source/img427.jpg,427,False
catalog-429-1,LIMANCY,"Восстанавливающий тоник Легкая и прозрачная текстура, ощущается как первая капля утренней росы.",Уходовая косметика,"Содержит мульти-полипептидных ингредиентов, которые делают каждый слой кожи увлажненным и упругим, такке Добавлены экстракты ползучей жимолости каприфолиевидной, экстракт олденландии диффузной, экстракт деревянного яблока и экстракт бамбука Фаргезии дракоцефалы и другие разнообразные растительные экстракты, которые помогают коже справиться с проблемой сухости, успокаивают и увлажняют кожу.",,,,assets/img/products/catalog-429-1.jpg,assets/catalog-source/img429.jpg,429,False
catalog-430-1,LIMANCY,"Восстанавливающий лосьон Ощупь мягкая и влажная, как молоко, и после нанесения оставляет на коже легкое и нежное ощущение.",Уходовая косметика,"Содержит мульти-полипептидных ингредиентов, которые делают каждый слой кожи увлажненным и упругим, таюке Добавлены экстракты ползучей жимолости каприфолелистной, экстракт олденландии диффузной, экстракт деревянного яблока и экстракт бамбука Фаргезии дракоцефалы и другие разнообразные растительные экстракты, которые помогают коже справиться с проблемой сухой кожи и нехватки влажности, успокоить увлажненную",,,,assets/img/products/catalog-430-1.jpg,assets/catalog-source/img430.jpg,430,False
catalog-431-1,LIMANCY,"Восстанавливающее молочко для лица Текстура легкая, мягкая и приятная для кожи. Содержит множество полипептидных ингредиентов,",Уходовая косметика,"Которые увлажняют и делают кожу упругой, эластичной и Разнообразные растительные экстракты с множеством увлажняющих эссенций помогают коже оставаться увлажненной, Придают свежесть и комфорт, наполняя её",,,,assets/img/products/catalog-431-1.jpg,assets/catalog-source/img431.jpg,431,False
catalog-432-1,LIMANCY,"Восстанавливающий крем для лица Имеет мягкую текстуру, похожую на легкие сливки, и нежный и благоприятный для кожи.",Уходовая косметика,,,,,assets/img/products/catalog-432-1.jpg,assets/catalog-source/img432.jpg,432,False
catalog-432-2,LIMANCY,"экстракт деревянного яблока и экстракт бамбука Фаргезии дракоцефалы и другие разнообразные растительные экстракты, которые помогают коже справиться с проблемой",Уходовая косметика,"сухой кожи и нехватки влажности, успокоить увлажненную",,,,assets/img/products/catalog-432-2.jpg,assets/catalog-source/img432.jpg,432,False
catalog-434-1,LIMANCY,тоник с гиалуроновой кислотой Содержающий в тонике гиалуроновую,Уходовая косметика,"кислоту и пантенол увлажняют кожу. придают коже увлажняющий блеск. Благодаря проникновению мелких молекул тоник может достигать нижней части кожи, быстро увлажняет кожу, предотвращая сухость и стянутость.",,,,assets/img/products/catalog-434-1.jpg,assets/catalog-source/img434.jpg,434,true
catalog-434-2,LIMANCY,гидрогель с гиалуроновой Кислотой Многомолекулярный гиапуронат,Уходовая косметика,"увлажняющую сетку. Данный гидрогель состояние кожи, с быстрым полным",,,,assets/img/products/catalog-434-2.jpg,assets/catalog-source/img434.jpg,434,True
catalog-434-3,LIMANCY,"Сыворотка с гиалуроновой кислотой Тройной гиалуронат натрия, глубокая",Уходовая косметика,"активация возможностей кожи, чтобы она стала Поддерживает влажность, проникая ещё глубже; Поддерживание влажности происходит ещё Поддерживание влажности происходит ещё полнее Поддерживание влажности становится ещё",30 г,,,assets/img/products/catalog-434-3.jpg,assets/catalog-source/img434.jpg,434,true
catalog-435-1,LIMANCY,"Прозрачный огуречный тоник Великолепный огуречный аромат Увлажняющий, шелковистый, чистый и",Уходовая косметика,"При использовании рекомендуется протирать ватным диском, что может придать коже вторичный очищающий Экстракт огуречной эссенции для кожи Легкая текстура, легко впитывается Содержит экстракт плодов огурца, который сделает ваше лицо не просто увлажненным, Рекомендуется макияжником, прост в",570 мл,,,assets/img/products/catalog-435-1.jpg,assets/catalog-source/img435.jpg,435,False
catalog-436-1,LIMANCY,"Тоник нормализирующий жирность кожи с экстрактом зеленого чая Комплексный эффект экстрактов растений,",Уходовая косметика,Экстракт чая: увлажняет кожу и укрепляет Экстракт североамериканского гамамелиса регулирует водно-масляный баланс Экстракт цветков календулы: предотвращает выпадение пигмента,,,,assets/img/products/catalog-436-1.jpg,assets/catalog-source/img436.jpg,436,False
catalog-436-2,LIMANCY,Успокаивающий тоник с алоз Натуральные ингредиенты эффективно,Уходовая косметика,"Экстракт листьев Алоэ Вера Кюрасао: снимает покраснение после загара, сухой зуд и Экстракт портулака оливкового: успокаивает кожу и укрепляет защитный Экстракт корня щитковицы байкальской: способствует метаболизму кожи и повышает ее Экстракт корня софоры ароматной: очищает кожу и уменьшает угревую сыпь",,,,assets/img/products/catalog-436-2.jpg,assets/catalog-source/img436.jpg,436,False
catalog-437-1,LIMANCY,Успокаивающий увлажняющий тоник с центеллой азиатской Научное соотношение на потребности,Уходовая косметика,"Центелла азиатская: успокаивает и восстанавливает, ухаживает за кожей Продукты ферментации и лизатные антиоксидантные и омолаживающие Экстракт корня щитковицы байкальской: способствует метаболизму кожи и повышает ее Экстракт корня солодки надувной: защищает от ультрафиолетовых лучей и",,,,assets/img/products/catalog-437-1.jpg,assets/catalog-source/img437.jpg,437,False
catalog-437-2,LIMANCY,Увлажняющий тоник с Воню Фильтрат секрета улитки очищает кожу и,Уходовая косметика,"Фильтрат секрета улитки обладает восстанавливающей функцией. Сожержит богатый натуральный коллаген, эластин, аллантоин, кальций, витамины, протеины, различные витамины группы в, гликаны, натуральные антибактериальные средства и тд., быстро проникает в кожу и повышает ее эластичность. Комплексный эффект экстрактов растений,",,,,assets/img/products/catalog-437-2.jpg,assets/catalog-source/img437.jpg,437,False
catalog-438-1,LIMANCY,"воспаление и успокаивает. Гиалуронат натрия: сложное соединение пантенола; увпажняет кожу на всех уровнях,",Уходовая косметика,"обеспечивая полное проникновение; продляет эффект водянистого увлажнения. Экстракт портулака огородного и центеллы азиатской: мягкий уход за кожей; устранение сухости, укрепление защитного барьера кожи, обеспечение",,,,assets/img/products/catalog-438-1.jpg,assets/catalog-source/img438.jpg,438,False
catalog-439-1,LIMANCY,Прозрачная маска для лица с гранатом обыкновенным Натуральная растительная экстракция:,Уходовая косметика,"противостоит окислению и предотвращает дряхление; мягкость и питание. Экстракт плодов гранатового дерева: противостоит окислению и отсрочивает дряхление, снимает воспаление и имеет влажность и противостоит появлению морщин. усиливает сияние кожи. и восстанавливает, исправляет капризную шероховатость, обеспечивает нежность,",,,,assets/img/products/catalog-439-1.jpg,assets/catalog-source/img439.jpg,439,False
catalog-439-2,LIMANCY,Маска для лица для лифтинга и отбеливания пятен с женьшенем Экстракция большого числа,Уходовая косметика,"натуральных травянистых растений: Экстракт женьшеня: противостоит появлению морщин, предотвращает бактериостатическое действие, поддерживает восстанавливает, осветляет текстуру и Экстракт фукуса пузырчатого: успокаивает • Альфа-арбутин: сужает поры, уплотняет кожу и противостоит окислению, улучшает Экстракт вьющейся жимолости каприфоль и эдельвейса альпийского:",250 мл,,,assets/img/products/catalog-439-2.jpg,assets/catalog-source/img439.jpg,439,False
catalog-439-3,LIMANCY,Очищающая Маска с Бамбуковым Углем Экстракт дудника: содействует,Уходовая косметика,"циркуляции, устраняет пятна и восстанавливает кожу, снимает воспаление и противостоит аллергической реакции Добавляют экстракт североамериканского гамамелиса, который помогает регулировать состояние кожи, сужает поры и Центелла азиатская: ускоряет метаболизм, стабипизирует и успокаивает",,,,assets/img/products/catalog-439-3.jpg,assets/catalog-source/img439.jpg,439,False
catalog-440-1,LIMANCY,Отбеливающая маска с гиалуроновой кислотой LMANITY,Уходовая косметика,"Экстракция большого числа природных растений: мягкое Центелла азиатская: уплотнение и обеспечение Сакура (японская поздняя вишня): противостоит окислению; отсрочивает одряхление кожи Белоцветковая ромашка римская: успокаивает аллергическую реакцию; противостоит воспалению Ирландский мох (хондрус курчавый): обеспечивает водянистое увлажнение, очистку и просачивание в кожу",,,,assets/img/products/catalog-440-1.jpg,assets/catalog-source/img440.jpg,440,False
catalog-441-1,LIMANCY,"Эссенция для ухода за кожей Увлажняющий и нежирный, успокаивает и осветляет кожу.",Уходовая косметика,,,,,assets/img/products/catalog-441-1.jpg,assets/catalog-source/img441.jpg,441,False
catalog-442-1,LIMANCY,Мусс с алоэ для контроля жирности и очистки лица Контроль жирности и увлажнение кожи,Уходовая косметика,"Свежая очистка лица 11 аминокислот (аргинин, аспартат, глицин, аланин, серин, валин, изолейцин, треонин, пролин, гистидин, фенилаланин) противостоит воздействию кислорода, снимает аллергию, увлажняет и Восстанавливает баланс кожного жира",,,,assets/img/products/catalog-442-1.jpg,assets/catalog-source/img442.jpg,442,False
catalog-442-2,LIMANCY,Свежесть океана лосьон для очистки лица Мягко очищает кожу от загрязнений и,Уходовая косметика,"лишнего жира, даря ощущение свежести и чистоты. Благодаря легкой текстуре и освежающему аромату, кожа становится гладкой, ухоженной и дышащей. Подходит для ежедневного использования и всех",200 мл,,,assets/img/products/catalog-442-2.jpg,assets/catalog-source/img442.jpg,442,False
catalog-444-1,LIMANCY,"Чистое очищающее молоко с бамбуковым углем Очищает поры, способствует сиянию и",Уходовая косметика,"увлажнению кожи, предотвращает ложную Бамбуковый древесный уголь микрометрического Контроль жирового баланса. При очищении кожи появляется сияние.",100 г,,,assets/img/products/catalog-444-1.jpg,assets/catalog-source/img444.jpg,444,False
catalog-444-2,LIMANCY,Очищающее средство для лица с аминокислотами Рецепт умеренный,Уходовая косметика,Сильная очищающая способность Пена тонкая и нежная Очистка и смачивание кожи,,,,assets/img/products/catalog-444-2.jpg,assets/catalog-source/img444.jpg,444,False
catalog-445-1,LIMANCY,"Гелеобразный, увлажняющий, омолаживающий, живительный крем для глаз",Уходовая косметика,"Нежная кожа вокруг глаз, проявляется молодой насыщенный цвет радужной Уменьшение: потемнения и отложений. Блеск и увлажнение: кожа вокруг глаз. Уплотнение: наросты в уголках глаз.",,,,assets/img/products/catalog-445-1.jpg,assets/catalog-source/img445.jpg,445,False
catalog-446-1,LIMANCY,Крем позолоченного света для аристократок Глубоко увлажнять кожу,Уходовая косметика,Наполнять кожу Смягчение пор Роскошно увлажнять Увлажняющий и нелипкий Роскошно ухаживать за кожей,,,,assets/img/products/catalog-446-1.jpg,assets/catalog-source/img446.jpg,446,False
catalog-448-1,LIMANCY,"Крем с антиоксидантами ластичнои увлажнена, питательное омоложение, один флакон для многоцелевого использования.",Уходовая косметика,"Кожа становится эластичной и увлажненной, богатый коллагеном, подтяжка контура лица, кожа становится Освежающий и не липкий, вся семья любит Легко намазывать и впитывать, упрощенные этапы ухода за кожей - один флакон состоит из (Гидролизованный медовый белок = Лосьон + Эссенция + Эмульсия+ Крем + Крем для рук + Крем для тела)",,,,assets/img/products/catalog-448-1.jpg,assets/catalog-source/img448.jpg,448,False
catalog-450-1,LIMANCY,"отшелушивающий гель с алоэ Успокоение кожи за одно применение,",Уходовая косметика,"Жидкий фильтрат, богатый продуктами ферментации пактобактерий соевого молока, а также поливитамины, белки и активные компоненты. Обладает эффектом защиты, успокоения, поддержания влажности, восстановления и отбеливания.",,,,assets/img/products/catalog-450-1.jpg,assets/catalog-source/img450.jpg,450,False
catalog-450-2,LIMANCY,"Увлажняющий восстанавливающий гель с алоз вера Увлажнение, уменьшить поры, увлажняет и",Уходовая косметика,"Натуральный экстракт, увлажняющий и благоприятныйдлякожи, удерживающийводу, улучшающий состояние сухой и стянутой кожи. Ухаживает за уставшей кожей в любое время Дпительное увлажнение, кожа словно пробуждается от глубокого сна, становится",,,,assets/img/products/catalog-450-2.jpg,assets/catalog-source/img450.jpg,450,False
catalog-451-1,LIMANCY,"Увлажняющий восстанавливающий гель с алоэ вера Содержит экстракты алоэ, софора желтеющая и",Уходовая косметика,"шлемника байкальского, которые в сочетании с успокаивающими лакто бактериями /ферментами соевого молока глубоко увлажняют кожу и уменьшают покраснения. Подходит для ежедневного ухода, а также восстанавливает кожу после активного солнца и укуса насекомых.",,,,assets/img/products/catalog-451-1.jpg,assets/catalog-source/img451.jpg,451,False
catalog-451-2,LIMANCY,отшелушивающий гель с алоэ Добавлен экстракт листьев алоз для нежности вашей кожи.,Уходовая косметика,"Освежающий, увлажняющий, не липкий, и легко Очищает кожу, увлажняет и разглаживает, не",,,,assets/img/products/catalog-451-2.jpg,assets/catalog-source/img451.jpg,451,False
catalog-452-1,LIMANCY,Aloe Moisturizing Facial Cleanser,Уходовая косметика,,,,,assets/img/products/catalog-452-1.jpg,assets/catalog-source/img452.jpg,452,False
catalog-452-2,LIMANCY,Увлажняющее очищающее средство с алоэ В процессе мытья лица кожный жир не,Уходовая косметика,"смывается слишком сильно, а влажность Пена густая и нежная, легко смывается, кожа освежается и чувствует себя Очищает поры от грязи и придает коже",,,,assets/img/products/catalog-452-2.jpg,assets/catalog-source/img452.jpg,452,true
catalog-453-1,LIMANCY,"Гель для душа с алоз Различные натуральные ингредиенты, нежный уход за кожей.",Уходовая косметика,"Масло фруктов авокадо + масло семян макадамии: шелковистая и эластичная текстура, Эссенция лаврового листа: успокаивает после",,,,assets/img/products/catalog-453-1.jpg,assets/catalog-source/img453.jpg,453,False
catalog-453-2,LIMANCY,Чистое очищающее алоэ Шампунь Натуральный увлажняющий фактор алоз,Уходовая косметика,,450мл,,,assets/img/products/catalog-453-2.jpg,assets/catalog-source/img453.jpg,453,False
catalog-453-3,LIMANCY,Нежный анти-прыщи: настойка апоэ вера Кондиционер с алоэ антибактериальная и удаление жира для,Уходовая косметика,"Восстанавливает кожу: витамины, минералы и Питает и увлажняет: аминокислоты, восстанавливает поврежденную разглаживает и восстанавливает. сияет и успокаивает",450мл,,,assets/img/products/catalog-453-3.jpg,assets/catalog-source/img453.jpg,453,False
catalog-456-1,LIMANCY,"Женские духи Сначала свежий аромат, а затем",Парфюм,,,,,assets/img/products/catalog-456-1.jpg,assets/catalog-source/img456.jpg,456,False
catalog-456-2,LIMANCY,Diva Perfume NET: 50ml,Парфюм,,,,,assets/img/products/catalog-456-2.jpg,assets/catalog-source/img456.jpg,456,true
catalog-457-1,LIMANCY,"мужские духи Основной цвет - это темно-синий, подчеркивает",Парфюм,,,,,assets/img/products/catalog-457-1.jpg,assets/catalog-source/img457.jpg,457,true
catalog-458-1,LIMANCY,Nº1 Духи LIMANCY,Парфюм,,,,,assets/img/products/catalog-458-1.jpg,assets/catalog-source/img458.jpg,458,true
catalog-458-2,LIMANCY,становится ещё более глубоким и завлекающим,Парфюм,"благодаря поддержке левкоя седого (ночной фиалки), словно бездонное тёмное клокотание в",,,,assets/img/products/catalog-458-2.jpg,assets/catalog-source/img458.jpg,458,False
catalog-459-1,LIMANCY,Nº2 Духи LIMANCY,Парфюм,,,,,assets/img/products/catalog-459-1.jpg,assets/catalog-source/img459.jpg,459,False
catalog-459-2,LIMANCY,"душистый, медленно всплывает комбинация",Парфюм,"древесных нот и мускуса, как будто в цветочном и фруктовом саду в конце лета, когда слабый ветерок медленно и чисто пленяет.",,,,assets/img/products/catalog-459-2.jpg,assets/catalog-source/img459.jpg,459,False
catalog-462-1,LIMANCY,косметический косметический крем крем для груля,Средства для ухода за кожей,"Пышность и плотность: ценные компоненты, способствующие пробуждению жировых клеток в груди для повторного Равномерная симметрия: регулирование внутренней секреции, синхронный рост грудей с двух сторон для для женщин с плоской Упругость и подтянутость: увлажнение клеток груди на нижних слоях, усиление",,,,assets/img/products/catalog-462-1.jpg,assets/catalog-source/img462.jpg,462,False
catalog-463-1,LIMANCY,"Крем с эффектом загара Мягкая рецептурная формула, средства для",Средства для ухода за кожей,"ухода за кожей, после чего происходит Создайте здоровый цвет кожи в домашних Нет необходимости подвергать кожу вредному солнечному излучению или тратить много времени. Легко добейтесь красивого",,,,assets/img/products/catalog-463-1.jpg,assets/catalog-source/img463.jpg,463,False
catalog-463-2,LIMANCY,"Крем для похудення Расщепляет жир: содействует уменьшению накопления жира, выводит избыточную",Средства для ухода за кожей,"Содействует циркуляции в организме: убирает отёчность, ускоряет метаболизм. Противостоит образованию жира, сохраняет новые полезные вещества: выводит старый жир и телесные жидкости, одновременно с этим выполняет профилактику формирования новых жировых",,,,assets/img/products/catalog-463-2.jpg,assets/catalog-source/img463.jpg,463,False
catalog-464-1,LIMANCY,"Свежесть океанаГель для душа Интенсивное очищение, сияющая красота усовершенствованный аромат.",Средства для ухода за кожей,Осветление и увлажнение Специально добавленные лактобактерии — маленькие эксперты в поддержании,,,,assets/img/products/catalog-464-1.jpg,assets/catalog-source/img464.jpg,464,False
catalog-464-2,LIMANCY,"Розовый гель для душа Ароматная, романтичная встреча Подчеркните свой вкус с помощью аромата",Средства для ухода за кожей,,550 мл,,,assets/img/products/catalog-464-2.jpg,assets/catalog-source/img464.jpg,464,False
catalog-465-1,LIMANCY,"увлажняющий гель для душа с экстрактом молока Содержит молочный экстракт, хорошо пенится, глубоко увлажняет кожу, делая ее ухоженной, гладкой и мягкой.",Средства для ухода за кожей,"Утонченный молочный аромат дарит ощущение приятного SPA-эсфекта. Специально добавленные лактобактерии - маленькие эксперты по поддержанию Молочная эссенция - Молоко питает кожу и делает ее более гладкой и яркой. Экстракт календулы - улучшает текстуру чувствительной кожи, уменьшает раздражение от очищающих ингредиентов и снимает сухость кожи и другие Нежная и благоприятная формула для кожи: соответствует слабой кислотности",,,,assets/img/products/catalog-465-1.jpg,assets/catalog-source/img465.jpg,465,False
catalog-465-2,LIMANCY,"Освежающий питающий гель для душа Отлично пенится, легко смывается. Уход за кожей во время душа, увлажняющий и шелковистый.",Средства для ухода за кожей,"Глубокое очищение, освежающий и комфортный эффект.",500 мл,,,assets/img/products/catalog-465-2.jpg,assets/catalog-source/img465.jpg,465,False
catalog-467-1,LIMANCY,"Мятный Освежающий Гель для Душа Легко смывается, образует густую пену, эффективно очищая кожу.",Средства для ухода за кожей,"С охлаждающим эффектом и мятным ароматом, освежает и дарит прохладу, идеально подходит для жаркой погоды или",,,,assets/img/products/catalog-467-1.jpg,assets/catalog-source/img467.jpg,467,False
